player_id,player_name,player_display_name,position,position_group,recent_team,total_fantasy_points,total_fantasy_points_ppr
00-0034857,J.Allen,Josh Allen,QB,QB,BUF,458.8,458.8
00-0033280,C.McCaffrey,Christian McCaffrey,RB,RB,SF,394.3,480.3
00-0034796,L.Jackson,Lamar Jackson,QB,QB,BAL,384.88,385.88
00-0033077,D.Prescott,Dak Prescott,QB,QB,DAL,373.46,373.46
00-0036389,J.Hurts,Jalen Hurts,QB,QB,PHI,371.32,371.32
00-0033873,P.Mahomes,Patrick Mahomes,QB,QB,KC,358.36,358.36
00-0036264,J.Love,Jordan Love,QB,QB,GB,355.9,355.9
00-0037834,B.Purdy,Brock Purdy,QB,QB,SF,343.96,343.96
00-0033106,J.Goff,Jared Goff,QB,QB,DET,338.88,338.88
00-0034855,B.Mayfield,Baker Mayfield,QB,QB,TB,324.6,324.6
00-0039163,C.Stroud,C.J. Stroud,QB,QB,HOU,304.98,305.98
00-0036212,T.Tagovailoa,Tua Tagovailoa,QB,QB,MIA,284.82,284.82
00-0036358,C.Lamb,CeeDee Lamb,WR,WR,DAL,281.7,425.7
00-0033040,T.Hill,Tyreek Hill,WR,WR,MIA,269.6,393.6
00-0026498,M.Stafford,Matthew Stafford,QB,QB,LA,265.78,265.78
00-0036971,T.Lawrence,Trevor Lawrence,QB,QB,JAX,262.54,262.54
00-0029263,R.Wilson,Russell Wilson,QB,QB,DEN,256.9,256.9
00-0037077,S.Howell,Sam Howell,QB,QB,WAS,256.54,257.54
00-0031687,R.Mostert,Raheem Mostert,RB,RB,MIA,245.7,271.7
00-0036963,A.St. Brown,Amon-Ra St. Brown,WR,WR,DET,245.5,386.5
00-0031280,D.Carr,Derek Carr,QB,QB,NO,241.12,241.12
00-0036355,J.Herbert,Justin Herbert,QB,QB,LAC,233.16,234.16
00-0036945,J.Fields,Justin Fields,QB,QB,CHI,230.18,230.18
00-0037840,K.Williams,Kyren Williams,RB,RB,LA,230,263
00-0039139,J.Gibbs,Jahmyr Gibbs,RB,RB,DET,229.9,292.9
00-0031408,M.Evans,Mike Evans,WR,WR,TB,229,319
00-0037256,R.White,Rachaad White,RB,RB,TB,226.5,295.5
00-0030565,G.Smith,Geno Smith,QB,QB,SEA,226.26,227.26
00-0035685,D.Montgomery,David Montgomery,RB,RB,DET,226,248
00-0036973,T.Etienne,Travis Etienne,RB,RB,JAX,224.4,282.4
00-0037197,I.Pacheco,Isiah Pacheco,RB,RB,KC,223.2,279.2
00-0032764,D.Henry,Derrick Henry,RB,RB,TEN,218.66,246.66
00-0039075,P.Nacua,Puka Nacua,WR,WR,LA,217.4,331.4
00-0033897,J.Mixon,Joe Mixon,RB,RB,CIN,215,267
00-0038120,B.Hall,Breece Hall,RB,RB,NYJ,214.5,290.5
00-0037248,J.Cook,James Cook,RB,RB,BUF,205.3,257.3
00-0036554,N.Collins,Nico Collins,WR,WR,HOU,203.2,294.2
00-0033949,J.Dobbs,Joshua Dobbs,QB,QB,ARI,202.66,202.66
00-0035719,D.Samuel,Deebo Samuel Sr.,WR,WR,SF,199.8,272.8
00-0035289,G.Minshew,Gardner Minshew,QB,QB,IND,196.2,196.2
00-0036261,B.Aiyuk,Brandon Aiyuk,WR,WR,SF,195.1,279.1
00-0034827,D.Moore,DJ Moore,WR,WR,CHI,190.5,286.5
00-0038542,B.Robinson,Bijan Robinson,RB,RB,ATL,188.3,246.3
00-0035676,A.Brown,A.J. Brown,WR,WR,PHI,183.6,289.6
00-0034184,G.Edwards,Gus Edwards,RB,RB,BAL,182.5,196.5
00-0034844,S.Barkley,Saquon Barkley,RB,RB,NYG,182.2,223.2
00-0035261,T.Pollard,Tony Pollard,RB,RB,DAL,182.1,244.1
00-0030506,T.Kelce,Travis Kelce,TE,TE,KC,180.4,305.4
00-0038122,D.Ridder,Desmond Ridder,QB,QB,ATL,180.14,181.14
00-0039065,S.LaPorta,Sam LaPorta,TE,TE,DET,176.9,283.9
00-0031588,S.Diggs,Stefon Diggs,WR,WR,BUF,174.8,291.8
00-0033553,J.Conner,James Conner,RB,RB,ARI,174.5,201.5
00-0037267,J.Ford,Jerome Ford,RB,RB,CLE,172.4,220.4
00-0036893,N.Harris,Najee Harris,RB,RB,PIT,171.7,202.7
00-0030279,K.Allen,Keenan Allen,WR,WR,LAC,170.86,278.86
00-0038134,K.Walker,Kenneth Walker III,RB,RB,SEA,170.4,199.4
00-0036275,D.Swift,D'Andre Swift,RB,RB,PHI,166.9,209.9
00-0039040,D.Achane,De'Von Achane,RB,RB,MIA,166.7,196.7
00-0039067,R.Rice,Rashee Rice,WR,WR,KC,166.2,271.2
00-0036900,J.Chase,Ja'Marr Chase,WR,WR,CIN,162.72,262.72
00-0031381,D.Adams,Davante Adams,WR,WR,LV,162.4,265.4
00-0037746,B.Robinson,Brian Robinson,RB,RB,WAS,162.1,198.1
00-0036912,D.Smith,DeVonta Smith,WR,WR,PHI,161.4,250.4
00-0031544,A.Cooper,Amari Cooper,WR,WR,CLE,160.9,236.9
00-0035640,D.Metcalf,DK Metcalf,WR,WR,SEA,159.4,225.4
00-0033906,A.Kamara,Alvin Kamara,RB,RB,NO,158,233
00-0039146,J.Reed,Jayden Reed,WR,WR,GB,157.6,225.6
00-0035250,D.Singletary,Devin Singletary,RB,RB,HOU,157.34,195.34
00-0039150,B.Young,Bryce Young,QB,QB,CAR,156.38,156.38
00-0033288,G.Kittle,George Kittle,TE,TE,SF,155.4,228.4
00-0034837,C.Ridley,Calvin Ridley,WR,WR,JAX,153.9,229.9
00-0038994,J.Addison,Jordan Addison,WR,WR,MIN,151.3,221.3
00-0037247,G.Pickens,George Pickens,WR,WR,PIT,150.3,218.3
00-0029604,K.Cousins,Kirk Cousins,QB,QB,MIN,149.74,149.74
00-0033293,A.Jones,Aaron Jones,RB,RB,GB,149.6,183.6
00-0039064,Z.Flowers,Zay Flowers,WR,WR,BAL,149.4,235.4
00-0030564,D.Hopkins,DeAndre Hopkins,WR,WR,TEN,148.6,223.6
00-0034960,J.Meyers,Jakobi Meyers,WR,WR,LV,147.58,218.58
00-0036442,J.Burrow,Joe Burrow,QB,QB,CIN,147.16,147.16
00-0035228,K.Murray,Kyler Murray,QB,QB,ARI,146.36,146.36
00-0037816,R.Doubs,Romeo Doubs,WR,WR,GB,144.8,213.8
00-0037239,C.Olave,Chris Olave,WR,WR,NO,144.3,231.3
00-0035700,J.Jacobs,Josh Jacobs,RB,RB,LV,144.1,181.1
00-0036555,C.Hubbard,Chuba Hubbard,RB,RB,CAR,143.5,182.5
00-0035100,J.Browning,Jake Browning,QB,QB,CIN,143.44,144.44
00-0036252,M.Pittman,Michael Pittman,WR,WR,IND,143.2,252.2
00-0036251,Z.Moss,Zack Moss,RB,RB,IND,142.6,169.6
00-0037228,J.Warren,Jaylen Warren,RB,RB,PIT,140.8,203.8
00-0033921,C.Godwin,Chris Godwin,WR,WR,TB,140.7,231.7
00-0036223,J.Taylor,Jonathan Taylor,RB,RB,IND,137.4,156.4
00-0036322,J.Jefferson,Justin Jefferson,WR,WR,MIN,136.2,204.2
00-0033699,A.Ekeler,Austin Ekeler,RB,RB,LAC,134.4,185.4
00-0038041,J.Ferguson,Jake Ferguson,TE,TE,DAL,133.4,214.4
00-0036997,J.Williams,Javonte Williams,RB,RB,DEN,132.2,179.2
00-0034348,C.Sutton,Courtland Sutton,WR,WR,DEN,131.2,190.2
00-0036613,J.Waddle,Jaylen Waddle,WR,WR,MIA,130.6,204.6
00-0033885,D.Njoku,David Njoku,TE,TE,CLE,129.5,217.5
00-0030035,A.Thielen,Adam Thielen,WR,WR,CAR,128,231
00-0038579,A.O'Connell,Aidan O'Connell,QB,QB,LV,125.82,125.82
00-0031236,B.Cooks,Brandin Cooks,WR,WR,DAL,124.5,184.5
00-0035659,T.McLaurin,Terry McLaurin,WR,WR,WAS,124.2,203.2
00-0035229,T.Hockenson,T.J. Hockenson,TE,TE,MIN,124,219
00-0033045,E.Elliott,Ezekiel Elliott,RB,RB,NE,123.5,174.5
00-0032211,T.Lockett,Tyler Lockett,WR,WR,SEA,123.4,202.4
00-0037013,Z.Wilson,Zach Wilson,QB,QB,NYJ,119.94,119.94
00-0037263,T.Allgeier,Tyler Allgeier,RB,RB,ATL,119.6,137.6
00-0033923,K.Hunt,Kareem Hunt,RB,RB,CLE,119,139
00-0037740,G.Wilson,Garrett Wilson,WR,WR,NYJ,118.2,213.2
00-0038977,T.Dell,Tank Dell,WR,WR,HOU,118,165
00-0036196,G.Davis,Gabe Davis,WR,WR,BUF,116.40,161.40
00-0033881,E.Engram,Evan Engram,TE,TE,JAX,116.30,230.30
00-0026158,J.Flacco,Joe Flacco,QB,QB,CLE,114.42,114.42
00-0035216,D.Johnson,Diontae Johnson,WR,WR,PIT,112.50,167.50
00-0037545,R.Shaheed,Rashid Shaheed,WR,WR,NO,111.60,157.60
00-0033357,T.Hill,Taysom Hill,TE,TE,NO,110.52,143.52
00-0038102,K.Pickett,Kenny Pickett,QB,QB,PIT,110.20,110.20
00-0036290,C.Kmet,Cole Kmet,TE,TE,CHI,108.10,181.10
00-0033908,C.Kupp,Cooper Kupp,WR,WR,LA,108.1,172.10
00-0033943,J.Reynolds,Josh Reynolds,WR,WR,DET,108.00,156.00
00-0036875,R.Stevenson,Rhamondre Stevenson,RB,RB,NE,107.70,145.70
00-0036972,M.Jones,Mac Jones,QB,QB,NE,106.40,106.40
00-0034383,D.Schultz,Dalton Schultz,TE,TE,HOU,105.50,170.50
00-0037238,D.London,Drake London,WR,WR,ATL,105.38,174.38
00-0034972,A.Mattison,Alexander Mattison,RB,RB,MIN,103.20,133.2
00-0039152,W.Levis,Will Levis,QB,QB,TEN,102.02,102.02
00-0039032,T.Spears,Tyjae Spears,RB,RB,TEN,101.8,153.80
00-0035535,D.Slayton,Darius Slayton,WR,WR,NYG,101.00,151.00
00-0037744,T.McBride,Trey McBride,TE,TE,ARI,100.50,181.50
00-0036410,T.Higgins,Tee Higgins,WR,WR,CIN,95.60000000000001,137.60
00-0036265,A.Dillon,AJ Dillon,RB,RB,GB,95.60,117.60
00-0033282,C.Samuel,Curtis Samuel,WR,WR,WAS,95.20,157.20
00-0038933,D.Kincaid,Dalton Kincaid,TE,TE,BUF,93.70,174.70
00-0037261,K.Shakir,Khalil Shakir,WR,WR,BUF,93.60,142.60
00-0038476,T.DeVito,Tommy DeVito,QB,QB,NYG,93.54,93.54
00-0034775,C.Kirk,Christian Kirk,WR,WR,JAX,93.26,150.26
00-0034975,J.Hill,Justice Hill,RB,RB,BAL,92.70,126.70
00-0036906,K.Herbert,Khalil Herbert,RB,RB,CHI,92.50,112.50
00-0034753,M.Andrews,Mark Andrews,TE,TE,BAL,91.90,138.90
00-0038129,C.Otton,Cade Otton,TE,TE,TB,90.90,150.90
00-0038393,D.Wicks,Dontayvion Wicks,WR,WR,GB,89.25999999999999,130.26
00-0038997,J.Downs,Josh Downs,WR,WR,IND,89.10,157.10
00-0036407,J.Jeudy,Jerry Jeudy,WR,WR,DEN,87.80,141.80
00-0028118,T.Taylor,Tyrod Taylor,QB,QB,NYG,87.34,87.34
00-0038543,J.Smith-Njigba,Jaxon Smith-Njigba,WR,WR,SEA,86.80,149.80
00-0033537,D.Watson,Deshaun Watson,QB,QB,CLE,86.80,86.80
00-0034351,D.Goedert,Dallas Goedert,TE,TE,PHI,85.39999999999999,148.40
00-0036970,K.Pitts,Kyle Pitts,TE,TE,ATL,84.30,137.30
00-0035662,M.Brown,Marquise Brown,WR,WR,ARI,83.70,134.70000000000002
00-0036849,T.Atwell,Tutu Atwell,WR,WR,LA,83.20,123.20
00-0037838,I.Likely,Isaiah Likely,TE,TE,BAL,82.10,116.10
00-0034777,D.Chark,DJ Chark,WR,WR,CAR,80.50,115.50
00-0037240,J.Williams,Jameson Williams,WR,WR,DET,80.40,110.40
00-0033925,D.Foreman,D'Onta Foreman,RB,RB,CHI,80.20,91.20
00-0029701,R.Tannehill,Ryan Tannehill,QB,QB,TEN,80.04,80.04
00-0037276,T.Chandler,Ty Chandler,RB,RB,MIN,80.00,101.00
00-0036328,A.Gibson,Antonio Gibson,RB,RB,WAS,79.40,127.40
00-0036139,R.Dowdle,Rico Dowdle,RB,RB,DAL,79.00,98.00
00-0033090,H.Henry,Hunter Henry,TE,TE,NE,77.90,119.90
00-0033009,T.Boyd,Tyler Boyd,WR,WR,CIN,77.80,144.80
00-0038559,M.Wilson,Michael Wilson,WR,WR,ARI,76.50,114.50
00-0031235,O.Beckham,Odell Beckham,WR,WR,BAL,75.90,114.90
00-0037741,J.Dotson,Jahan Dotson,WR,WR,WAS,75.80,124.80
00-0038124,C.Watson,Christian Watson,WR,WR,GB,75.30,105.30
00-0038794,J.McLaughlin,Jaleel McLaughlin,RB,RB,DEN,75.00,106.00
00-0036980,E.Moore,Elijah Moore,WR,WR,CLE,74.30,135.30
00-0033858,J.Smith,Jonnu Smith,TE,TE,ATL,74.20,124.19999999999999
00-0038117,W.Robinson,Wan'Dale Robinson,WR,WR,NYG,73.20,133.20
00-0031549,N.Agholor,Nelson Agholor,WR,WR,BAL,73.20,111.20
00-0039165,Z.Charbonnet,Zach Charbonnet,RB,RB,SEA,73.10,106.10
00-0039164,A.Richardson,Anthony Richardson,QB,QB,IND,72.68,72.68
00-0039052,T.Palmer,Trey Palmer,WR,WR,TB,72.40,114.40
00-0036345,K.Osborn,K.J. Osborn,WR,WR,MIN,72.00,120.00
00-0031260,L.Thomas,Logan Thomas,TE,TE,WAS,71.80,126.80
00-0033526,S.Perine,Samaje Perine,RB,RB,DEN,71.30,121.30
00-0034386,J.Watson,Justin Watson,WR,WR,KC,71.00,104.00
00-0030513,L.Murray,Latavius Murray,RB,RB,BUF,69.90,91.90
00-0037258,D.Pierce,Dameon Pierce,RB,RB,HOU,69.70,82.70
00-0038108,B.Zappe,Bailey Zappe,QB,QB,NE,69.18,69.18
00-0036988,J.Palmer,Josh Palmer,WR,WR,LAC,68.70,106.70
00-0036919,K.Gainwell,Kenneth Gainwell,RB,RB,PHI,68.68,100.68
00-0033591,N.Brown,Noah Brown,WR,WR,HOU,68.60,101.60
00-0039021,R.Johnson,Roschon Johnson,RB,RB,CHI,68.10,102.10
00-0035282,E.Stick,Easton Stick,QB,QB,LAC,67.56,67.56
00-0033319,N.Mullens,Nick Mullens,QB,QB,MIN,66.74000000000001,66.74000000000001
00-0031800,T.Heinicke,Taylor Heinicke,QB,QB,ATL,66.00,66.00
00-0032775,D.Robinson,Demarcus Robinson,WR,WR,LA,65.80,94.80
00-0036936,R.Moore,Rondale Moore,WR,WR,ARI,65.00,105.00
00-0034764,M.Gallup,Michael Gallup,WR,WR,DAL,64.10000000000001,104.10
00-0031345,J.Garoppolo,Jimmy Garoppolo,QB,QB,LV,64.10,64.10
00-0037664,A.Pierce,Alec Pierce,WR,WR,IND,63.40,95.40
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,NE,63.00,100.00
00-0032464,K.Raymond,Kalif Raymond,WR,WR,DET,62.40,97.40
00-0034270,T.Conklin,Tyler Conklin,TE,TE,NYJ,62.10,123.10
00-0033110,T.Higbee,Tyler Higbee,TE,TE,LA,61.50,108.50
00-0031610,D.Waller,Darren Waller,TE,TE,NYG,61.20,113.20
00-0038454,K.Mitchell,Keaton Mitchell,RB,RB,BAL,60.90,69.90
00-0031376,J.McKinnon,Jerick McKinnon,RB,RB,KC,60.86,87.86
00-0036040,J.Johnson,Juwan Johnson,TE,TE,NO,60.80,97.80
00-0035243,M.Sanders,Miles Sanders,RB,RB,CAR,60.60,87.60
00-0033895,G.Everett,Gerald Everett,TE,TE,LAC,60.10,111.10000000000001
00-0037809,C.Okonkwo,Chig Okonkwo,TE,TE,TEN,59.40,113.40
00-0038040,Z.White,Zamir White,RB,RB,LV,58.90,73.90
00-0038621,D.Douglas,Demario Douglas,WR,WR,NE,58.20,107.20
00-0036360,C.Edwards-Helaire,Clyde Edwards-Helaire,RB,RB,KC,57.10,78.10
00-0036182,N.Westbrook-Ikhine,Nick Westbrook-Ikhine,WR,WR,TEN,57.00,85.00
00-0035710,D.Jones,Daniel Jones,QB,QB,NYG,56.96,56.96
00-0034771,M.Rudolph,Mason Rudolph,QB,QB,PIT,56.32000000000001,56.32000000000001
00-0038544,Q.Johnston,Quentin Johnston,WR,WR,LAC,56.00,94.00
00-0038996,T.Kraft,Tucker Kraft,TE,TE,GB,55.900000000000006,91.90
00-0037382,B.Johnson,Brandon Johnson,WR,WR,DEN,54.400000000000006,73.40
00-0036259,J.Jennings,Jauan Jennings,WR,WR,SF,54.34,83.34
00-0034272,M.Valdes-Scantling,Marquez Valdes-Scantling,WR,WR,KC,54.30,83.30
00-0039144,L.Musgrave,Luke Musgrave,TE,TE,GB,53.80,93.80
00-0036370,J.Kelley,Joshua Kelley,RB,RB,LAC,53.70,61.70
00-0038416,T.Bagent,Tyson Bagent,QB,QB,CHI,53.26,53.26
00-0038563,T.Tucker,Tre Tucker,WR,WR,LV,52.80,71.80
00-0038976,M.Mims,Marvin Mims Jr.,WR,WR,DEN,52.699999999999996,74.70
00-0035329,D.Parham,Donald Parham,TE,TE,LAC,52.50,79.50
00-0036894,P.Freiermuth,Pat Freiermuth,TE,TE,PIT,52.40,89.40
00-0038705,E.Demercado,Emari Demercado,RB,RB,ARI,52.30,73.30
00-0034418,C.Wilson,Cedrick Wilson Jr.,WR,WR,MIA,51.30,76.30
00-0030431,R.Woods,Robert Woods,WR,WR,HOU,51.00,93.00
00-0032765,M.Thomas,Michael Thomas,WR,WR,NO,50.80,89.80
00-0036637,N.Gray,Noah Gray,TE,TE,KC,49.20,85.20
00-0036567,E.Mitchell,Elijah Mitchell,RB,RB,SF,49.00,55.00
00-0033869,M.Trubisky,Mitchell Trubisky,QB,QB,PIT,48.68,48.68
00-0036550,R.Bateman,Rashod Bateman,WR,WR,BAL,48.60,84.60000000000001
00-0038612,A.Perry,A.T. Perry,WR,WR,NO,48.60,60.60
00-0036309,D.Mooney,Darnell Mooney,WR,WR,CHI,47.90,78.90
00-0037801,K.Turpin,KaVontae Turpin,WR,WR,DAL,47.70,59.70
00-0036556,B.Jordan,Brevin Jordan,TE,TE,HOU,47.50,65.50
00-0032398,C.Moore,Chris Moore,WR,WR,TEN,46.30,68.30
00-0034838,R.Freeman,Royce Freeman,RB,RB,LA,45.20,46.20
00-0039066,M.Mayer,Michael Mayer,TE,TE,LV,44.40,71.40
00-0033891,Z.Jones,Zay Jones,WR,WR,JAX,44.10,78.10
00-0036876,K.Granson,Kylen Granson,TE,TE,IND,43.00,73.00
00-0033948,J.Williams,Jamaal Williams,RB,RB,NO,42.80,60.80
00-0037837,C.Austin,Calvin Austin III,WR,WR,PIT,42.40,60.40
00-0039062,J.Mingo,Jonathan Mingo,WR,WR,CAR,41.80,84.80
00-0037525,J.Mason,Jordan Mason,RB,RB,SF,41.70,44.70
00-0038496,X.Gipson,Xavier Gipson,WR,WR,NYJ,41.699999999999996,62.70
00-0035644,N.Fant,Noah Fant,TE,TE,SEA,41.40,73.40
00-0034613,T.Hudson,Tanner Hudson,TE,TE,CIN,41.199999999999996,80.20
00-0035500,G.Dortch,Greg Dortch,WR,WR,ARI,40.50,64.50
00-0034646,B.Powell,Brandon Powell,WR,WR,MIN,40.10,69.10
00-0037257,D.Bell,David Bell,WR,WR,CLE,40.10,62.10
00-0035689,D.Knox,Dawson Knox,TE,TE,BUF,39.90,63.90
00-0038597,C.Brown,Chase Brown,RB,RB,CIN,39.50,53.50
00-0031547,D.Parker,DeVante Parker,WR,WR,NE,39.40,72.40
00-0036165,I.Hodgins,Isaiah Hodgins,WR,WR,NYG,39.00,60.00
00-0037666,J.Tolbert,Jalen Tolbert,WR,WR,DAL,38.80,60.800000000000004
00-0037091,B.Melton,Bo Melton,WR,WR,GB,38.50,56.50
00-0036422,A.Trautman,Adam Trautman,TE,TE,DEN,38.40,60.40
00-0038752,J.Bobo,Jake Bobo,WR,WR,SEA,37.90,56.900000000000006
00-0034798,D.Smythe,Durham Smythe,TE,TE,MIA,37.80,75.80
00-0038098,P.Strong,Pierre Strong,RB,RB,CLE,37.80,42.80
00-0035341,T.Irwin,Trenton Irwin,WR,WR,CIN,37.60,62.60
00-0037005,T.Tremble,Tommy Tremble,TE,TE,CAR,37.40,60.40
00-0038938,J.Hyatt,Jalin Hyatt,WR,WR,NYG,37.30,60.30
00-0034521,A.Lazard,Allen Lazard,WR,WR,NYJ,37.10,60.099999999999994
00-0036244,C.Parkinson,Colby Parkinson,TE,TE,SEA,36.70,61.70
00-0034829,M.Gesicki,Mike Gesicki,TE,TE,NE,36.40,65.40
00-0033217,M.Alie-Cox,Mo Alie-Cox,TE,TE,IND,36.10,49.10
00-0038611,C.Rodriguez,Chris Rodriguez Jr.,RB,RB,WAS,35.90,37.90
00-0036414,C.Akers,Cam Akers,RB,RB,LA,35.699999999999996,46.699999999999996
00-0038619,A.Iosivas,Andrei Iosivas,WR,WR,CIN,35.60,50.60
00-0036924,M.Carter,Michael Carter,RB,RB,NYJ,34.80,58.80
00-0035406,L.Humphrey,Lil'Jordan Humphrey,WR,WR,DEN,34.20,47.20
00-0035664,D.Henderson,Darrell Henderson,RB,RB,LA,33.50,43.50
00-0035537,T.Johnson,Ty Johnson,RB,RB,BUF,33.40,41.40
00-0038551,K.Miller,Kendre Miller,RB,RB,NO,33.30,43.30
00-0038090,S.Moore,Skyy Moore,WR,WR,KC,32.70,53.70
00-0035567,C.Reynolds,Craig Reynolds,RB,RB,DET,32.699999999999996,37.699999999999996
00-0033857,J.Smith-Schuster,JuJu Smith-Schuster,WR,WR,NE,32.00,61.00
00-0029892,K.Juszczyk,Kyle Juszczyk,FB,RB,SF,31.40,49.40
00-0034681,C.Edmonds,Chase Edmonds,RB,RB,TB,31.40,48.40
00-0036232,H.Bryant,Harrison Bryant,TE,TE,CLE,31.40,48.40
00-0035249,J.Oliver,Josh Oliver,TE,TE,MIN,31.299999999999997,53.30
00-0033536,M.Williams,Mike Williams,WR,WR,LAC,31.200000000000003,50.20
00-0034419,B.Berrios,Braxton Berrios,WR,WR,MIA,30.90,57.90
00-0035215,D.Harty,Deonte Harty,WR,WR,BUF,30.70,47.699999999999996
00-0033308,M.Breida,Matt Breida,RB,RB,NYG,29.90,46.90
00-0031428,A.Robinson,Allen Robinson,WR,WR,PIT,29.20,65.20
00-0032543,A.Erickson,Alex Erickson,WR,WR,LAC,29.20,45.20
00-0035704,D.Lock,Drew Lock,QB,QB,SEA,29.119999999999997,29.119999999999997
00-0033589,D.Moore,David Moore,WR,WR,TB,29.10,37.10
00-0035208,O.Zaccheaus,Olamide Zaccheaus,WR,WR,PHI,28.900000000000002,39.90
00-0035631,D.Sample,Drew Sample,TE,TE,CIN,28.30,50.30
00-0035298,S.Miller,Scott Miller,WR,WR,ATL,28.10,39.10
00-0034115,J.Wilson,Jeff Wilson,RB,RB,MIA,27.90,42.90
00-0030578,C.Patterson,Cordarrelle Patterson,RB,RB,ATL,27.90,36.90
00-0027696,J.Graham,Jimmy Graham,TE,TE,NO,27.90,33.90
00-0034959,A.Beck,Andrew Beck,FB,RB,HOU,27.80,38.80
